studentId,fullName,degree,gpa,courseCode,courseTitle,credits,grade
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,ME310,Fluid Mechanics,3,B+
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,ME420,Control Systems,3,C
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,ME230,Materials Science,4,A
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,ME410,Heat Transfer,3,C
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,ME330,Machine Design,3,A
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,ME210,Thermodynamics,3,B
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,ENGR300,Engineering Ethics,3,A
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,ME101,Engineering Mechanics,3,A-
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,PHYS121,Physics I,4,A-
MONO-011,Ruby Yates,B.S. Mechanical Engineering,310,MATH251,Differential Equations,4,A
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,ME230,Materials Science,3,B+
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,ME310,Fluid Mechanics,3,A-
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,ME330,Machine Design,3,B+
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,PHYS121,Physics I,3,C+
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,ME420,Control Systems,3,B+
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,ENGR300,Engineering Ethics,4,B+
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,ME210,Thermodynamics,3,A
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,ME410,Heat Transfer,4,B+
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,MATH251,Differential Equations,4,A
MONO-012,Noah Ito,B.S. Mechanical Engineering,349,ME101,Engineering Mechanics,4,B-
MONO-013,Vera Chen,B.S. Biology,381,CHEM210,Organic Chemistry,3,B+
MONO-013,Vera Chen,B.S. Biology,381,STAT215,Biostatistics,3,B+
MONO-013,Vera Chen,B.S. Biology,381,BIO320,Ecology,3,A-
MONO-013,Vera Chen,B.S. Biology,381,BCHM310,Biochemistry,3,C+
MONO-013,Vera Chen,B.S. Biology,381,MATH130,Calculus I,3,B-
MONO-013,Vera Chen,B.S. Biology,381,CHEM110,General Chemistry,3,A-
MONO-013,Vera Chen,B.S. Biology,381,BIO305,Genetics,4,A
MONO-013,Vera Chen,B.S. Biology,381,BIO210,Cell Biology,3,C+
MONO-013,Vera Chen,B.S. Biology,381,BIO410,Microbiology,4,B+
MONO-013,Vera Chen,B.S. Biology,381,BIO101,General Biology,4,A
MONO-014,June Nolan,B.S. Computer Science,315,CS420,Networks,3,A
MONO-014,June Nolan,B.S. Computer Science,315,CS410,Databases,3,A
MONO-014,June Nolan,B.S. Computer Science,315,CS101,Intro to Computer Science,4,B+
MONO-014,June Nolan,B.S. Computer Science,315,CS460,Machine Learning,3,C
MONO-014,June Nolan,B.S. Computer Science,315,CS201,Programming Languages,3,B+
MONO-014,June Nolan,B.S. Computer Science,315,CS360,Operating Systems,3,A
MONO-014,June Nolan,B.S. Computer Science,315,STAT310,Probability,3,B-
MONO-014,June Nolan,B.S. Computer Science,315,CS240,Data Structures,4,B+
MONO-014,June Nolan,B.S. Computer Science,315,CS470,Software Engineering,3,A-
MONO-014,June Nolan,B.S. Computer Science,315,CS320,Algorithms,3,A
MONO-015,Opal Ito,B.A. Psychology,339,PSY101,Intro to Psychology,3,A
MONO-015,Opal Ito,B.A. Psychology,339,PSY210,Cognitive Psychology,3,C+
MONO-015,Opal Ito,B.A. Psychology,339,PSY230,Developmental Psychology,4,B-
MONO-015,Opal Ito,B.A. Psychology,339,PSY310,Abnormal Psychology,3,A
MONO-015,Opal Ito,B.A. Psychology,339,PSY330,Social Psychology,3,C
MONO-015,Opal Ito,B.A. Psychology,339,BIO150,Neuroscience,3,B-
MONO-015,Opal Ito,B.A. Psychology,339,SOC210,Sociology,3,A
MONO-015,Opal Ito,B.A. Psychology,339,STAT205,Behavioral Statistics,4,C+
MONO-015,Opal Ito,B.A. Psychology,339,PHIL220,Ethics,4,A-
MONO-015,Opal Ito,B.A. Psychology,339,PSY410,Research Methods,3,B+
MONO-016,Nora Emery,B.S. Computer Science,381,CS240,Data Structures,3,A-
MONO-016,Nora Emery,B.S. Computer Science,381,CS420,Networks,3,A-
MONO-016,Nora Emery,B.S. Computer Science,381,CS460,Machine Learning,4,C
MONO-016,Nora Emery,B.S. Computer Science,381,CS101,Intro to Computer Science,3,C+
MONO-016,Nora Emery,B.S. Computer Science,381,CS470,Software Engineering,4,A-
MONO-016,Nora Emery,B.S. Computer Science,381,MATH420,Cryptography,4,A-
MONO-016,Nora Emery,B.S. Computer Science,381,CS320,Algorithms,4,A
MONO-016,Nora Emery,B.S. Computer Science,381,CS201,Programming Languages,4,B+
MONO-016,Nora Emery,B.S. Computer Science,381,STAT310,Probability,4,A-
MONO-016,Nora Emery,B.S. Computer Science,381,CS360,Operating Systems,3,A
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,PHYS121,Physics I,4,A
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,ME330,Machine Design,3,C+
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,ME310,Fluid Mechanics,3,A-
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,ME230,Materials Science,3,B+
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,ME210,Thermodynamics,4,B+
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,MATH251,Differential Equations,3,A-
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,ME101,Engineering Mechanics,4,A-
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,ENGR300,Engineering Ethics,3,A
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,ME410,Heat Transfer,3,C+
MONO-017,Luna Osborne,B.S. Mechanical Engineering,290,ME420,Control Systems,4,A
MONO-018,Sara Gray,B.S. Computer Science,320,CS320,Algorithms,4,B+
MONO-018,Sara Gray,B.S. Computer Science,320,CS420,Networks,3,A-
MONO-018,Sara Gray,B.S. Computer Science,320,CS360,Operating Systems,4,C
MONO-018,Sara Gray,B.S. Computer Science,320,STAT310,Probability,3,A-
MONO-018,Sara Gray,B.S. Computer Science,320,CS470,Software Engineering,3,B+
MONO-018,Sara Gray,B.S. Computer Science,320,CS101,Intro to Computer Science,3,A
MONO-018,Sara Gray,B.S. Computer Science,320,CS201,Programming Languages,3,A-
MONO-018,Sara Gray,B.S. Computer Science,320,CS410,Databases,3,C+
MONO-018,Sara Gray,B.S. Computer Science,320,CS240,Data Structures,3,C+
MONO-018,Sara Gray,B.S. Computer Science,320,MATH420,Cryptography,3,B-
MONO-019,Bret Costa,B.A. Economics,309,FIN220,Corporate Finance,4,C+
MONO-019,Bret Costa,B.A. Economics,309,ECON101,Microeconomics,3,B+
MONO-019,Bret Costa,B.A. Economics,309,ECON340,Econometrics,3,A
MONO-019,Bret Costa,B.A. Economics,309,MATH210,Linear Algebra,3,A-
MONO-019,Bret Costa,B.A. Economics,309,HIST240,Economic History,3,B+
MONO-019,Bret Costa,B.A. Economics,309,ECON210,Macroeconomics,4,A
MONO-019,Bret Costa,B.A. Economics,309,ECON410,Public Economics,4,B
MONO-019,Bret Costa,B.A. Economics,309,ECON240,International Trade,4,C+
MONO-019,Bret Costa,B.A. Economics,309,ECON310,Game Theory,3,A-
MONO-019,Bret Costa,B.A. Economics,309,STAT200,Statistics,3,B-
MONO-020,Gail Khan,B.S. Computer Science,292,CS240,Data Structures,3,A
MONO-020,Gail Khan,B.S. Computer Science,292,CS470,Software Engineering,4,C+
MONO-020,Gail Khan,B.S. Computer Science,292,CS330,Computer Architecture,4,A
MONO-020,Gail Khan,B.S. Computer Science,292,CS360,Operating Systems,3,B+
MONO-020,Gail Khan,B.S. Computer Science,292,CS460,Machine Learning,3,A
MONO-020,Gail Khan,B.S. Computer Science,292,STAT310,Probability,4,B+
MONO-020,Gail Khan,B.S. Computer Science,292,CS101,Intro to Computer Science,3,C
MONO-020,Gail Khan,B.S. Computer Science,292,CS410,Databases,4,A
MONO-020,Gail Khan,B.S. Computer Science,292,MATH420,Cryptography,3,A-
MONO-020,Gail Khan,B.S. Computer Science,292,CS320,Algorithms,3,A-
MONO-021,Cole Xiong,B.S. Biology,349,MATH130,Calculus I,3,B+
MONO-021,Cole Xiong,B.S. Biology,349,BCHM310,Biochemistry,3,A
MONO-021,Cole Xiong,B.S. Biology,349,CHEM210,Organic Chemistry,3,A
MONO-021,Cole Xiong,B.S. Biology,349,CHEM110,General Chemistry,3,B+
MONO-021,Cole Xiong,B.S. Biology,349,STAT215,Biostatistics,3,B-
MONO-021,Cole Xiong,B.S. Biology,349,BIO410,Microbiology,4,B+
MONO-021,Cole Xiong,B.S. Biology,349,BIO320,Ecology,3,A-
MONO-021,Cole Xiong,B.S. Biology,349,BIO305,Genetics,3,A-
MONO-021,Cole Xiong,B.S. Biology,349,BIO210,Cell Biology,3,A
MONO-021,Cole Xiong,B.S. Biology,349,BIO101,General Biology,3,B+
MONO-022,Reed Gray,B.A. Economics,314,FIN220,Corporate Finance,4,B-
MONO-022,Reed Gray,B.A. Economics,314,ECON410,Public Economics,4,B-
MONO-022,Reed Gray,B.A. Economics,314,HIST240,Economic History,3,B
MONO-022,Reed Gray,B.A. Economics,314,MATH210,Linear Algebra,3,C+
MONO-022,Reed Gray,B.A. Economics,314,ECON340,Econometrics,3,B
MONO-022,Reed Gray,B.A. Economics,314,ECON310,Game Theory,3,A
MONO-022,Reed Gray,B.A. Economics,314,STAT200,Statistics,3,B+
MONO-022,Reed Gray,B.A. Economics,314,ECON240,International Trade,3,A
MONO-022,Reed Gray,B.A. Economics,314,ECON210,Macroeconomics,3,B
MONO-022,Reed Gray,B.A. Economics,314,ECON101,Microeconomics,4,B+
MONO-023,Abby Underwood,B.A. Psychology,310,PSY230,Developmental Psychology,4,A
MONO-023,Abby Underwood,B.A. Psychology,310,PHIL220,Ethics,3,B-
MONO-023,Abby Underwood,B.A. Psychology,310,PSY410,Research Methods,4,C
MONO-023,Abby Underwood,B.A. Psychology,310,SOC210,Sociology,3,B+
MONO-023,Abby Underwood,B.A. Psychology,310,STAT205,Behavioral Statistics,4,B-
MONO-023,Abby Underwood,B.A. Psychology,310,BIO150,Neuroscience,3,B+
MONO-023,Abby Underwood,B.A. Psychology,310,PSY210,Cognitive Psychology,3,C
MONO-023,Abby Underwood,B.A. Psychology,310,PSY101,Intro to Psychology,3,B
MONO-023,Abby Underwood,B.A. Psychology,310,PSY330,Social Psychology,3,A-
MONO-023,Abby Underwood,B.A. Psychology,310,PSY310,Abnormal Psychology,3,B+
MONO-024,Burt Webb,B.A. Economics,348,ECON240,International Trade,3,A
MONO-024,Burt Webb,B.A. Economics,348,ECON101,Microeconomics,3,B+
MONO-024,Burt Webb,B.A. Economics,348,ECON210,Macroeconomics,3,B
MONO-024,Burt Webb,B.A. Economics,348,HIST240,Economic History,3,C+
MONO-024,Burt Webb,B.A. Economics,348,STAT200,Statistics,3,A-
MONO-024,Burt Webb,B.A. Economics,348,MATH210,Linear Algebra,3,B
MONO-024,Burt Webb,B.A. Economics,348,FIN220,Corporate Finance,3,C+
MONO-024,Burt Webb,B.A. Economics,348,ECON410,Public Economics,3,A-
MONO-024,Burt Webb,B.A. Economics,348,ECON340,Econometrics,3,C
MONO-024,Burt Webb,B.A. Economics,348,ECON310,Game Theory,3,A-
MONO-025,Finn Gray,B.A. Economics,345,FIN220,Corporate Finance,4,B+
MONO-025,Finn Gray,B.A. Economics,345,ECON340,Econometrics,3,A
MONO-025,Finn Gray,B.A. Economics,345,STAT200,Statistics,3,B
MONO-025,Finn Gray,B.A. Economics,345,ECON310,Game Theory,4,A-
MONO-025,Finn Gray,B.A. Economics,345,ECON240,International Trade,3,B+
MONO-025,Finn Gray,B.A. Economics,345,ECON210,Macroeconomics,3,C
MONO-025,Finn Gray,B.A. Economics,345,ECON101,Microeconomics,3,C
MONO-025,Finn Gray,B.A. Economics,345,MATH210,Linear Algebra,3,B+
MONO-025,Finn Gray,B.A. Economics,345,ECON410,Public Economics,3,A
MONO-025,Finn Gray,B.A. Economics,345,HIST240,Economic History,3,C
MONO-026,Nora Klein,B.A. Psychology,398,STAT205,Behavioral Statistics,3,B+
MONO-026,Nora Klein,B.A. Psychology,398,PSY230,Developmental Psychology,3,C
MONO-026,Nora Klein,B.A. Psychology,398,SOC210,Sociology,4,B+
MONO-026,Nora Klein,B.A. Psychology,398,PSY101,Intro to Psychology,3,C
MONO-026,Nora Klein,B.A. Psychology,398,PSY410,Research Methods,3,B+
MONO-026,Nora Klein,B.A. Psychology,398,PSY310,Abnormal Psychology,3,C
MONO-026,Nora Klein,B.A. Psychology,398,BIO150,Neuroscience,3,A
MONO-026,Nora Klein,B.A. Psychology,398,PHIL220,Ethics,3,C+
MONO-026,Nora Klein,B.A. Psychology,398,PSY330,Social Psychology,4,A
MONO-026,Nora Klein,B.A. Psychology,398,PSY210,Cognitive Psychology,3,B+
MONO-027,Nora Ali,B.S. Biology,385,CHEM210,Organic Chemistry,4,B
MONO-027,Nora Ali,B.S. Biology,385,BCHM310,Biochemistry,3,C+
MONO-027,Nora Ali,B.S. Biology,385,BIO101,General Biology,3,B+
MONO-027,Nora Ali,B.S. Biology,385,MATH130,Calculus I,3,A-
MONO-027,Nora Ali,B.S. Biology,385,BIO305,Genetics,3,B+
MONO-027,Nora Ali,B.S. Biology,385,CHEM110,General Chemistry,3,B+
MONO-027,Nora Ali,B.S. Biology,385,STAT215,Biostatistics,3,B+
MONO-027,Nora Ali,B.S. Biology,385,BIO210,Cell Biology,3,B+
MONO-027,Nora Ali,B.S. Biology,385,BIO410,Microbiology,3,B+
MONO-027,Nora Ali,B.S. Biology,385,BIO320,Ecology,3,B-
MONO-028,Hugo Farrell,B.S. Biology,330,STAT215,Biostatistics,3,A
MONO-028,Hugo Farrell,B.S. Biology,330,BIO320,Ecology,3,A-
MONO-028,Hugo Farrell,B.S. Biology,330,BCHM310,Biochemistry,3,B+
MONO-028,Hugo Farrell,B.S. Biology,330,BIO305,Genetics,3,A
MONO-028,Hugo Farrell,B.S. Biology,330,CHEM210,Organic Chemistry,3,C
MONO-028,Hugo Farrell,B.S. Biology,330,BIO210,Cell Biology,3,A
MONO-028,Hugo Farrell,B.S. Biology,330,BIO101,General Biology,4,B-
MONO-028,Hugo Farrell,B.S. Biology,330,BIO410,Microbiology,3,B-
MONO-028,Hugo Farrell,B.S. Biology,330,MATH130,Calculus I,3,C
MONO-028,Hugo Farrell,B.S. Biology,330,CHEM110,General Chemistry,3,B+
MONO-029,Ella Farrell,B.A. Economics,282,ECON310,Game Theory,3,B-
MONO-029,Ella Farrell,B.A. Economics,282,ECON101,Microeconomics,3,A
MONO-029,Ella Farrell,B.A. Economics,282,ECON410,Public Economics,3,A
MONO-029,Ella Farrell,B.A. Economics,282,FIN220,Corporate Finance,4,C
MONO-029,Ella Farrell,B.A. Economics,282,ECON210,Macroeconomics,4,C
MONO-029,Ella Farrell,B.A. Economics,282,STAT200,Statistics,3,A
MONO-029,Ella Farrell,B.A. Economics,282,ECON340,Econometrics,3,B
MONO-029,Ella Farrell,B.A. Economics,282,MATH210,Linear Algebra,4,A
MONO-029,Ella Farrell,B.A. Economics,282,HIST240,Economic History,3,B
MONO-029,Ella Farrell,B.A. Economics,282,ECON240,International Trade,3,B
MONO-030,Tara Park,B.A. Economics,329,MATH210,Linear Algebra,4,B+
MONO-030,Tara Park,B.A. Economics,329,STAT200,Statistics,3,A-
MONO-030,Tara Park,B.A. Economics,329,FIN220,Corporate Finance,3,C+
MONO-030,Tara Park,B.A. Economics,329,ECON310,Game Theory,3,B-
MONO-030,Tara Park,B.A. Economics,329,ECON101,Microeconomics,3,B-
MONO-030,Tara Park,B.A. Economics,329,ECON340,Econometrics,3,B
MONO-030,Tara Park,B.A. Economics,329,ECON210,Macroeconomics,3,A
MONO-030,Tara Park,B.A. Economics,329,HIST240,Economic History,3,C+
MONO-030,Tara Park,B.A. Economics,329,ECON410,Public Economics,3,B+
MONO-030,Tara Park,B.A. Economics,329,ECON240,International Trade,3,A
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,PHYS121,Physics I,3,A-
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,MATH251,Differential Equations,3,A-
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,ME101,Engineering Mechanics,3,B
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,ENGR300,Engineering Ethics,4,A-
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,ME420,Control Systems,3,B
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,ME210,Thermodynamics,3,B
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,ME330,Machine Design,4,A-
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,ME310,Fluid Mechanics,3,B+
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,ME230,Materials Science,3,B+
MONO-031,Nora Nguyen,B.S. Mechanical Engineering,305,ME410,Heat Transfer,3,A-
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,PHYS121,Physics I,3,B+
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,ME420,Control Systems,3,B
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,ME230,Materials Science,3,C+
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,ME330,Machine Design,3,A
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,ME210,Thermodynamics,3,B+
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,ME310,Fluid Mechanics,3,A-
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,MATH251,Differential Equations,4,C
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,ENGR300,Engineering Ethics,3,A
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,ME101,Engineering Mechanics,3,B-
MONO-032,Cole Wang,B.S. Mechanical Engineering,388,ME410,Heat Transfer,3,B+
MONO-033,Jack Emery,B.S. Computer Science,281,CS420,Networks,4,A
MONO-033,Jack Emery,B.S. Computer Science,281,CS460,Machine Learning,3,C+
MONO-033,Jack Emery,B.S. Computer Science,281,CS201,Programming Languages,3,B-
MONO-033,Jack Emery,B.S. Computer Science,281,CS240,Data Structures,3,A-
MONO-033,Jack Emery,B.S. Computer Science,281,CS410,Databases,3,B
MONO-033,Jack Emery,B.S. Computer Science,281,CS330,Computer Architecture,4,A
MONO-033,Jack Emery,B.S. Computer Science,281,CS360,Operating Systems,4,B
MONO-033,Jack Emery,B.S. Computer Science,281,CS470,Software Engineering,3,A
MONO-033,Jack Emery,B.S. Computer Science,281,STAT310,Probability,3,A
MONO-033,Jack Emery,B.S. Computer Science,281,MATH420,Cryptography,3,A
MONO-034,Lara James,B.S. Computer Science,361,CS240,Data Structures,3,A-
MONO-034,Lara James,B.S. Computer Science,361,CS330,Computer Architecture,4,A-
MONO-034,Lara James,B.S. Computer Science,361,CS420,Networks,3,A-
MONO-034,Lara James,B.S. Computer Science,361,CS470,Software Engineering,3,A-
MONO-034,Lara James,B.S. Computer Science,361,CS101,Intro to Computer Science,3,B-
MONO-034,Lara James,B.S. Computer Science,361,CS410,Databases,3,B+
MONO-034,Lara James,B.S. Computer Science,361,CS360,Operating Systems,3,A-
MONO-034,Lara James,B.S. Computer Science,361,STAT310,Probability,3,A
